energy-kcal_100g,energy_100g,fat_100g,carbohydrates_100g,proteins_100g
400.0,1674.0,2.5,92.5,0.0
333.0,1393.0,33.33,0.0,0.0
101.69491525424,425.0,3.3898305084746,1.6949152542373,16.949152542373
316.816,1166.4,13.44,15.672,8.082
159.0,665.0,3.98,13.27,17.7
437.0,1828.0,14.2,65.0,12.5
28.0,117.0,0.0,6.8,0.0
560.0,2340.0,40.0,44.0,10.0
550.0,2301.0,40.0,10.0,40.0
389.7533345540365,283.6,5.720000000000001,5.4,0.0
328.14,1373.0,5.3,7.76,45.78
1.0,4.0,0.0,0.228,0.04
0.0,0.0,0.0,0.0,0.0
76.271186440678,319.0,0.0,18.64406779661,0.0
400.0,1674.0,0.0,100.0,0.0
233.0,975.0,2.33,48.84,6.98
444.44444444444,1860.0,20.0,55.555555555556,8.8888888888889
363.6364,1521.0,0.0,75.7576,9.0909
268.625287356322,1088.6,15.10444444444446,27.5364705882353,6.359999999999999
61.4,1083.6,1.8,19.0,2.8940000023841863
244.44444444444,1023.0,20.0,2.2222222222222,13.333333333333
286.0,1197.0,28.57,7.14,7.14
464.0,1941.0,21.43,57.14,10.71
40.0,167.0,0.0,0.0,0.0
407.0,1703.0,32.2000007629395,0.990000009536743,28.2000007629395
625.0,2620.0,32.5,80.0,7.5
254.0,1063.0,18.8,2.444,14.29
42.0,176.0,0.0,9.17,1.67
50.0,209.0,0.71428571428571,12.142857142857,0.71428571428571
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
525.0,2197.0,35.0,47.5,7.5
515.4,2154.8,49.992,26.82666666666666,16.866
106.0,444.0,4.42,4.42,11.5
250.0,1046.0,0.0,100.0,0.0
594.0,2485.0,50.0,21.88,21.88
204.0,854.0,11.11,19.44,8.33
353.0,1477.0,0.98,64.71,23.53
429.0,1795.0,50.0,0.0,0.0
158.98,1041.8,3.7,22.018448275862,11.588
20.7,86.8,0.0,4.13,0.826
216.0,904.0,0.0,40.54,2.7
17.8571,75.0,0.0,3.5714,0.0
508.0,532.0,28.0,56.0,8.0
97.0,406.0,0.882,0.0,21.2
341.0,1427.0,0.2,78.8,6.3
0.0,0.0,0.0,0.0,0.0
50.0,209.0,0.0,13.33,0.0
97.0,406.0,2.71,13.57,4.26
515.4,2154.8,43.736,15.079999999999998,16.866
62.0,259.0,0.0,16.67,0.0
48.0,201.0,0.4,8.0,3.2
157.0,657.0,1.07,33.57,2.86
179.0,749.0,8.33,23.81,2.38
466.67,1953.0,26.67,66.67,6.67
321.42857142857,1345.0,8.9285714285714,3.5714285714286,53.571428571429
1.0,4.0,0.0,2.0,2.0
51.724137931034,216.0,0.0,10.344827586207,3.448275862069
190.0,795.0,13.0,17.0,5.0
60.0,251.0,0.2,5.0,8.0
36.0,151.0,0.0,7.14,1.196
133.0,560.0,0.0,26.7,0.0
61.4,1083.6,1.8,19.0,2.8940000023841863
333.0,1400.0,9.26,40.7,37.0
103.0,431.0,0.0,25.29,0.0
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
364.0,1523.0,4.55,72.73,9.09
370.0,1550.0,3.26,71.7,10.9
500.0,2090.0,35.7,32.1,17.9
433.33,1813.0,23.33,70.0,3.33
645.0,2699.0,64.232,32.6,3.432
700.0,2929.0,76.666666666667,13.333333333333,6.6666666666667
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
271.42857142857,1136.0,10.714285714286,35.0,10.0
515.4,2154.8,49.992,26.82666666666666,16.866
150.0,627.0,7.05,0.0,20.3
17.0,71.0,0.0,3.33,0.83
475.0,1987.0,25.0,40.0,25.0
500.0,2090.0,25.0,67.9,7.14
0.0,0.0,0.0,0.0,0.0
645.0,2699.0,64.232,32.6,3.432
0.0,0.0,0.0,0.0,0.0
645.0,2699.0,64.232,32.6,3.432
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
367.0,1530.0,1.67,86.7,0.0
320.0,1339.0,0.0,20.0,0.0
235.977427821522,1159.0,8.273363464566922,22.62205128205128,6.103076923076934
357.0,1490.0,1.79,75.0,12.5
381.0,1590.0,9.36,69.6,3.4
367.0,1536.0,3.33,73.33,13.33
98.0,410.0,2.0,2.0,18.0
400.0,1674.0,0.0,100.0,0.0
16.666666666667,70.0,0.0,4.1666666666667,0.0
576.0,2410.0,43.9,21.3,21.5
75.949367088608,318.0,3.3755274261603,9.2827004219409,2.1097046413502
17.0,71.0,0.0,2.61,1.74
460.2,1923.8,50.258,26.064,1.818
158.98,1041.8,3.7,22.018448275862,11.588
536.0,2243.0,32.14,57.14,7.14
389.0,1628.0,7.22,88.89,0.0
536.0,2243.0,35.71,53.57,3.57
0.0,0.0,0.0,0.0,0.0
158.98,1041.8,3.7,22.018448275862,11.588
29.4,124.0,0.0,7.06,2.35
645.0,2699.0,64.232,32.6,3.432
120.0,502.0,0.0,29.0,0.0
455.0,1904.0,13.64,72.73,4.55
87.0,364.0,0.0,14.0,8.0
343.75,1438.0,7.8125,43.75,34.375
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
180.0,753.0,5.4,32.0,1.2
53.0,222.0,0.0,9.41,2.94
41.176470588235,172.0,0.0,7.0588235294118,2.3529411764706
150.100006103516,628.0,2.0,28.0,6.0
0.0,0.0,0.0,0.0,0.0
463.0,1937.0,16.9,71.6,3.2
375.0,1569.0,3.12,84.38,6.25
20.338983050847,85.0,0.0,0.67796610169492,4.0677966101695
127.0,531.0,6.34,4.23,12.68
58.0,243.0,0.0,15.0,0.12
56.5,236.0,0.0,13.7,0.0
357.0,1494.0,28.57,3.57,25.0
164.70588235294,689.0,3.5294117647059,24.705882352941,7.0588235294118
75.0,314.0,1.04,13.75,3.75
245.0,1025.0,8.7,31.0,9.6
77.0,322.0,0.38,16.15,5.38
0.0,0.0,0.0,0.0,0.0
645.0,2699.0,64.232,32.6,3.432
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
645.0,2699.0,64.232,32.6,3.432
238.63636363636,998.0,12.5,29.545454545455,3.4090909090909
304.0,1272.0,19.57,4.35,26.09
285.71428571429,1195.0,3.5714285714286,21.428571428571,39.285714285714
500.0,2092.0,21.43,69.05,4.76
0.0,0.0,0.0,0.0,0.0
550.0,2301.0,37.5,52.5,5.0
357.0,1494.0,14.29,51.79,5.36
44.0,184.0,0.0,8.82,2.94
300.0,1255.0,0.0,80.0,2.5
452.0,1891.0,19.35,61.29,3.23
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
389.7533345540365,283.6,5.720000000000001,5.4,0.0
372.0,1556.0,3.49,83.72,2.33
184.0,782.0,0.6,42.2,2.3
167.0,697.0,11.7,6.67,7.78
369.0,1544.0,14.2,51.4,7.7
200.0,837.0,0.0,50.0,0.0
161.0,674.0,8.93,0.0,21.43
50.0,209.0,0.0,12.0,0.0
416.66666666667,1743.0,0.0,100.0,0.0
54.0,226.0,0.0,9.52,3.57
0.0,0.0,0.0,0.0,0.0
100.0,418.0,0.0,23.333333333333,0.0
500.0,2092.0,30.0,35.0,25.0
645.0,2699.0,64.232,32.6,3.432
94.0,393.0,0.59,23.53,3.53
211.0,883.0,12.22,22.22,4.44
109.0,456.0,1.76,17.61,5.28
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
354.0,1481.0,15.04,53.1,2.65
100.0,418.0,0.77,20.0,3.85
36.0,151.0,25.05967441860466,48.0,10.07446511627906
61.4,1083.6,1.8,19.0,2.8940000023841863
267.85714285714,1121.0,0.89285714285714,58.928571428571,44.642857142857
611.11111111111,2557.0,47.222222222222,44.444444444444,5.5555555555556
422.0,1766.0,20.0,57.78,8.89
376.0,1580.0,4.71,70.6,10.6
714.0,2987.0,78.57,0.0,0.0
515.4,2154.8,49.992,26.82666666666666,16.866
0.0,0.0,0.0,0.0,0.0
533.33333333333,2231.0,30.0,60.0,3.3333333333333
388.0,1623.0,0.0,0.0,0.0
54.166666666667,227.0,0.0,13.333333333333,0.0
53.0,222.0,2.0,5.3,2.4
2.0,8.0,0.0,0.0,0.0
357.14285714286,1494.0,0.0,85.714285714286,0.0
61.4,1083.6,1.8,19.0,2.8940000023841863
311.6590476190476,1302.4,11.75733340962728,23.651428571428568,20.10409523809524
23.809523809524,100.0,0.0,4.7619047619048,1.1904761904762
392.85714285714,1644.0,32.142857142857,3.5714285714286,21.428571428571
107.0,448.0,3.0,0.1,20.0
293.14,1672.6,8.774285637991861,23.83502967708756,11.895
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
289.0,1209.0,21.05,5.26,28.95
233.0,975.0,13.33,26.67,3.33
150.0,628.0,7.5,17.5,3.33
208.0,870.0,6.67,27.5,9.17
124.0,519.0,3.93,20.22,1.12
464.0,1941.0,21.43,60.71,10.71
311.6590476190476,1302.4,11.75733340962728,23.651428571428568,20.10409523809524
466.66666666667,1953.0,23.333333333333,66.666666666667,3.3333333333333
159.0,665.0,7.08,0.0,21.24
441.55844155844,1847.0,22.077922077922,53.246753246753,6.4935064935065
38.0688796680498,160.0,3.8,0.0,0.0
280.0,1170.0,11.0,44.9,1.69
260.0,1088.0,1.0,50.0,10.0
0.0,0.0,0.0,0.0,0.0
416.0,1741.0,4.3,27.0,9.8
500.0,2092.0,22.5,65.0,7.5
645.0,2699.0,64.232,32.6,3.432
59.0,247.0,0.0,7.06,6.47
567.0,2370.0,36.7,43.3,13.3
179.0,749.0,9.82,0.0,19.64
32.0,134.0,0.1,7.9,0.1
452.0,1890.0,32.3,51.6,3.23
179.0,749.0,8.93,1.79,25.0
545.0,2280.0,31.82,59.09,9.09
535.71428571429,2241.0,35.714285714286,50.0,7.1428571428571
82.4,345.0,0.0,14.1,4.71
429.0,1795.0,14.29,85.71,0.0
357.0,1500.0,7.14,71.4,0.0
256.0,1070.0,17.9,9.62,15.4
167.0,699.0,16.67,6.67,0.0
71.0,297.0,0.0,17.86,0.0
278.02,1485.4,8.346,24.078,10.43399994277954
278.02,1485.4,8.346,24.078,10.43399994277954
94.0,393.0,1.18,0.0,21.18
511.2590476190476,2323.4,44.896,16.38,17.523809523809526
250.0,1046.0,0.0,65.0,0.0
92.0,385.0,2.93333339691162,13.3333333333333,3.33333333333333
100.0,418.0,0.0,23.333333333333,0.0
286.0,1197.0,25.0,10.71,7.14
33.0,138.0,0.0,13.33,0.0
500.0,2092.0,25.0,60.714285714286,7.1428571428571
20.0,84.0,0.0,5.35,0.0
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
286.0,1197.0,1.79,50.0,10.71
218.0,912.0,6.77,30.1,10.5
6.0,25.0,0.0,12.0,0.0
235.0,985.0,15.3,8.24,15.3
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
30.0,126.0,0.0,8.0,0.0
515.4,2154.8,49.992,26.82666666666666,16.866
0.0,0.0,0.0,3.57,3.2
266.66666666667,1116.0,20.0,13.333333333333,10.0
61.4,1083.6,1.8,19.0,2.8940000023841863
400.0,1674.0,8.75,85.0,0.0
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
182.0,761.0,4.55,27.27,6.06
356.0,1490.0,0.0,80.0,6.67
40.0,167.0,0.0,9.5,0.0
109.9,460.0,0.0,0.6,0.1
403.0190476190476,1535.8,28.36476190476194,27.817142857142848,2.838
571.0,2389.0,46.43,28.57,17.86
167.0,699.0,0.0,66.67,0.0
214.0,895.0,16.07,7.14,12.5
242.5,1015.0,1.00000001490116,48.4999990463257,8.00000011920929
500.0,2092.0,40.91,0.0,22.73
445.0,1862.0,18.0,63.0,6.5
61.4,1083.6,1.8,19.0,2.8940000023841863
278.02,1485.4,8.346,24.078,10.43399994277954
124.675324675325,522.0,4.67532467532468,10.9090909090909,10.6493506493506
500.0,2092.0,26.92,61.54,3.85
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
400.0,1670.0,8.0,72.0,8.0
481.0,2013.0,18.52,74.07,3.7
400.0,1674.0,2.5,92.5,0.0
200.0,837.0,11.43,22.86,4.29
285.71428571429,1195.0,21.428571428571,3.5714285714286,25.0
525.0,2197.0,35.0,40.0,17.5
55.0,230.0,0.0,10.94,1.56
353.98230088496,1481.0,11.504424778761,44.247787610619,2.6548672566372
63.636363636364,266.0,0.0,15.151515151515,0.60606060606061
645.0,2699.0,64.232,32.6,3.432
196.0,820.0,14.29,5.36,10.71
78.0,326.0,0.0,19.53,0.0
250.0,1046.0,5.3571428571429,0.0,50.0
400.0,1674.0,4.55,81.82,7.27
219.0,916.0,8.0,27.0,8.8
19.047619047619,80.0,0.0,5.952380952381,1.1904761904762
363.63636363636,1521.0,13.636363636364,38.636363636364,34.090909090909
532.0,2230.0,34.0,48.9,6.38
536.0,2243.0,46.43,28.57,21.43
47.0,197.0,1.1,6.3,1.6
355.55555555556,1488.0,0.0,80.0,6.6666666666667
515.4,2154.8,49.992,26.82666666666666,16.866
515.4,2154.8,49.992,26.82666666666666,16.866
0.0,0.0,0.0,0.0,0.0
561.9733333333335,2267.0,41.476,25.32,37.3
221.0,925.0,14.457999999999998,30.188,8.538
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
66.666666666667,279.0,0.0,6.6666666666667,13.333333333333
377.0,1577.0,26.09,30.43,4.35
42.0,176.0,1.67,5.0,1.67
316.0,1320.0,5.26,57.9,10.5
0.0,0.0,0.0,0.0,0.0
425.9259,1782.0,9.2593,77.7778,7.4074
511.2590476190476,2037.8,43.409333333333336,14.510733590733588,36.38095238095238
500.0,2092.0,27.272727272727,59.090909090909,9.0909090909091
25.0,105.0,0.0,5.4166666666667,0.41666666666667
46.0,192.0,0.0,11.67,0.0
61.4,1083.6,1.8,19.0,2.8940000023841863
45.833333333333,192.0,1.0416666666667,5.4166666666667,3.3333333333333
50.0,209.0,0.0,12.14,0.0
279.0,1167.0,3.49,53.49,9.3
562.0,2351.0,46.88,25.0,21.88
48.0,201.0,0.0,12.96,0.0
433.33333333333,1813.0,16.666666666667,63.333333333333,10.0
467.0,1954.0,16.67,66.67,10.0
62.0,259.0,0.0,15.04,0.88
14.285714285714,60.0,0.0,42.857142857143,7.1428571428571
222.22222222222,930.0,12.222222222222,25.555555555556,3.3333333333333
441.0,1845.0,36.299999237061,1.6000000238419,26.89999961853
250.0,1046.0,0.0,65.0,0.0
341.0,1427.0,10.1,7.7,45.1
184.0,770.0,2.4,36.0,3.2
190.0,795.0,13.0,2.8,16.0
0.0,0.0,35.0,44.0,13.0
545.0,2280.0,31.82,59.09,4.55
379.31034482759,1587.0,5.1724137931034,79.310344827586,10.344827586207
399.0,1669.0,11.8,69.7,11.8
169.0,707.0,4.62,27.69,4.62
380.952380952381,1594.0,8.33333333333333,30.952380952381,47.6190476190476
115.0,481.0,3.0,7.390000000000001,22.0
83.0,348.0,1.5,14.0,2.4
357.0,1494.0,1.79,75.0,12.5
378.298498498498,1441.6,8.06666,44.2069562165634,6.7258095238096
61.4,1083.6,1.8,19.0,2.8940000023841863
645.0,2699.0,64.232,32.6,3.432
0.0,0.0,0.0,0.0,0.0
403.0190476190476,1535.8,28.36476190476194,27.817142857142848,2.838
405.0,1695.0,8.33,76.19,5.95
503.0,2105.0,28.0,30.0,30.0
152.94117647059,640.0,2.9411764705882,3.5294117647059,27.058823529412
372.0,1556.0,3.49,83.72,2.33
184.0,770.0,0.0,57.89,23.68
600.0,2510.0,47.5,40.0,5.0
213.0,891.0,0.80000001192093,43.0,8.1000003814697
332.0,1398.0,8.3,53.6,9.0
357.14285714286,1494.0,1.7857142857143,71.428571428571,14.285714285714
321.42857142857,1345.0,3.5714285714286,89.285714285714,3.5714285714286
147.229981938592,615.0,6.4,0.0,22.1
251.0,1050.0,9.19999980926514,28.0,13.0
643.0,2690.0,64.29,14.29,14.29
645.0,2699.0,64.232,32.6,3.432
500.0,2092.0,26.6667,63.3333,6.6667
240.0,1004.0,11.0,25.0,11.0
0.0,0.0,0.0,0.0,0.0
29.0,121.0,0.0,6.67,0.83
305.0,1276.0,0.0,80.95,0.0
351.0,1469.0,5.26,68.42,8.77
357.0,1494.0,1.79,75.0,12.5
400.0,1674.0,10.0,80.0,6.67
152.0,636.0,0.0,39.39,0.0
400.0,1674.0,30.0,20.0,3.33
300.0,1250.0,30.0,0.0,0.0
311.6590476190476,1302.4,11.75733340962728,23.651428571428568,20.10409523809524
28.571428571429,120.0,0.0,8.5714285714286,0.0
645.0,2699.0,64.232,32.6,3.432
88.0,368.0,3.33,10.42,3.33
46.0,192.0,0.0,10.83,0.83
515.4,2154.8,49.992,26.82666666666666,16.866
356.0,1490.0,0.0,80.0,6.67
434.78260869565,1819.0,6.5217391304348,8.695652173913,78.260869565217
438.0,1833.0,15.62,65.62,0.0
273.68421052632,1145.0,1.0526315789474,55.789473684211,8.4210526315789
22.222222222222,93.0,0.0,4.4444444444444,0.0
12.0,50.0,0.0,2.35,0.0
23.529411764706,98.0,0.0,0.0,0.0
158.98,1041.8,3.7,22.018448275862,11.588
48.0,201.0,23.0,12.0,6.0
475.0,1987.0,27.5,55.0,5.0
64.285714285714,269.0,0.0,15.714285714286,0.71428571428571
363.0,1520.0,20.4,40.7,4.42
192.0,803.0,11.54,15.38,0.0
120.0,502.0,2.72,21.74,1.09
367.0,1536.0,24.0,26.0,24.0
64.0,268.0,0.0,13.64,2.73
345.45454545455,1445.0,0.0,78.181818181818,7.2727272727273
428.57142857143,1793.0,32.142857142857,10.714285714286,21.428571428571
58.3,244.0,0.0,13.8,0.833
25.0,105.0,0.0,3.33,2.5
515.4,2154.8,49.992,26.82666666666666,16.866
515.4,2154.8,49.992,26.82666666666666,16.866
407.0,1703.0,12.0,68.0,4.7
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
154.0,644.0,4.07,19.0,10.4
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
80.0,335.0,2.4,12.0,1.6
267.0,1117.0,23.33,10.0,0.0
76.5,320.0,0.0,11.2,8.24
140.0,586.0,5.0,22.0,2.0
44.897959183673,188.0,0.0,11.428571428571,0.0
607.14285714286,2540.0,46.428571428571,21.428571428571,21.428571428571
310.4275433893,1299.0,8.4662057287992,52.208268660928,7.055171440666
104.0,435.0,6.59999990463257,7.5,2.5
271.0,1134.0,5.8,45.0,8.9
76.9,322.0,0.0,14.6,5.38
35.0,146.0,0.118,7.0,1.0
53.097345132743,222.0,0.44247787610619,0.0,12.389380530973
533.0,2230.0,36.67,43.33,10.0
80.0,335.0,2.1,19.0,2.0
286.0,1197.0,5.3571428571429,21.428571428571,35.714285714286
33.0,138.0,0.0,5.0,3.33
86.0,360.0,2.2,8.8,0.48
0.0837757279669836,0.0,0.0,20.7234695497275,0.0
156.0,653.0,0.0,37.5,0.0
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
0.0,0.0,0.0,0.0,0.0
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
375.0,1569.0,0.0,80.0,12.5
236.22047244094,988.0,8.6614173228346,29.133858267717,10.236220472441
114.0,477.0,0.0,20.45,6.82
160.0,669.0,1.5,37.0,0.0
375.0,1569.0,0.0,100.0,0.0
500.0,2092.0,30.0,55.0,5.0
312.0,1305.0,30.0,3.0,7.5
378.298498498498,1441.6,8.06666,44.2069562165634,6.7258095238096
259.66667175293,1086.0,2.00000007947286,50.099999109904,10.2999997138977
266.66666666667,1116.0,2.2222222222222,55.555555555556,8.8888888888889
242.0,1013.0,8.92,31.21,8.92
56.0,234.0,1.3,6.4,4.8
170.0,711.0,9.0,5.0,17.0
250.0,1046.0,13.0,31.0,1.0
277.7778,1162.0,2.7778,27.7778,33.3333
250.0,1046.0,14.29,14.29,10.71
367.0,1536.0,0.0,73.33,13.33
214.0,895.0,14.0,21.0,0.9
645.0,2699.0,64.232,32.6,3.432
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
325.0,1360.0,0.0,77.5,2.5
417.0,1745.0,0.0,100.0,0.0
66.0,276.0,0.0,15.57,0.0
376.0,1573.0,21.6,44.0,4.0
179.0,749.0,8.7,14.67,10.87
433.33333333333,1813.0,13.333333333333,70.0,10.0
393.0,1644.0,15.15,47.23,26.8
143.0,598.0,0.0,34.29,0.0
467.0,1954.0,10.0,80.0,6.67
393.0,1644.0,32.14,3.57,25.0
400.0,1674.0,0.0,100.0,0.0
220.0,922.0,16.8,0.0,19.4
344.0,1439.0,28.12,6.25,12.5
464.0,1940.0,16.1,67.9,10.7
318.0,1331.0,19.0,30.0,5.59999990463257
23.8,100.0,0.0,4.76,0.794
625.0,2615.0,55.0,14.3,18.3
800.0,3350.0,93.3,0.0,0.0
645.0,2699.0,64.232,32.6,3.432
508.0,2125.0,26.1,61.1,5.9
137.0,573.0,7.93,10.57,4.85
58.0,243.0,2.5,8.33,1.67
645.0,2699.0,64.232,32.6,3.432
2.0,8.0,1.66,1.442,2.022
81.0,339.0,1.53,14.24,2.71
61.4,1083.6,1.8,19.0,2.8940000023841863
333.0,1390.0,0.0,93.3,0.0
39.54802,165.0,0.0,34.0,0.0
113.63636363636,475.0,9.0909090909091,0.0,13.636363636364
98.0,410.0,2.64,12.83,6.04
292.0,1222.0,13.6,38.4,4.0
514.0,2151.0,24.32,70.27,2.7
388.88888888889,1627.0,0.0,94.444444444444,0.0
136.0,569.0,3.21,25.71,1.43
500.0,2092.0,32.14,46.43,10.71
375.0,1569.0,0.0,95.83,0.0
278.02,1485.4,8.346,24.078,10.43399994277954
36.708860759494,154.0,0.0,9.2827004219409,0.0
611.0,2556.0,47.22,47.22,5.56
600.0,2510.0,56.666666666667,20.0,16.666666666667
29.0,121.0,0.0,5.88,1.18
524.0,2192.0,33.33,59.52,4.76
375.0,1569.0,0.0,75.0,0.0
714.0,2987.0,75.0,14.29,10.71
298.0,1247.0,5.26,54.39,7.02
117.64705882353,492.0,0.0,29.411764705882,0.0
494.0,2067.0,37.0,49.0,6.4
188.741176470588,1428.6,5.72398230088496,43.549019607843,13.77884169884168
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
388.88888888889,1627.0,0.0,94.444444444444,0.0
467.0,1954.0,16.67,66.67,6.67
429.0,1795.0,10.71,71.43,7.14
515.4,2154.8,49.992,26.82666666666666,16.866
40.0,167.0,0.0,9.2307692307692,0.30769230769231
192.0,804.0,6.53,28.1,5.32
357.0,1494.0,2.14,71.43,11.43
26.0,109.0,0.0,6.96,0.0
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
560.0,2343.0,18.0,72.0,8.0
247.0,1033.0,0.97,50.0,7.36
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
1.1111111111111,5.0,0.0,0.0,0.0
50.0,209.0,0.71,12.14,0.71
605.0,2531.0,50.0,42.11,5.26
59.0,247.0,0.5,13.0,0.5
58.333333333333,244.0,0.0,14.166666666667,0.0
433.0,1812.0,13.33,73.33,6.67
80.0,335.0,0.88,3.54,13.27
158.98,1041.8,3.7,22.018448275862,11.588
183.0,766.0,0.0,43.33,0.0
515.4,2154.8,43.736,15.079999999999998,16.866
0.0,0.0,0.0,0.0,0.0
391.0,1636.0,34.78,4.35,21.74
428.0,1790.0,18.0,56.0,8.0
390.0,1632.0,16.2,6.8,40.0
373.214285714286,1562.0,10.7142857142857,37.5,26.7857142857143
30.405405405405,127.0,0.67567567567568,1.6891891891892,4.0540540540541
562.5,2354.0,18.75,18.75,50.0
0.0,0.0,0.0,0.0,0.0
256.0,1071.0,2.56,51.28,7.69
216.6047619047626,1503.8,17.432666666666666,33.52380952380954,5.319999999999999
0.0,0.0,0.0,0.0,0.0
497.0,2079.0,22.0,63.0,9.6
536.0,2243.0,32.14,60.71,7.14
437.5,1831.0,0.0,100.0,0.0
33.0,138.0,0.0,6.67,0.0
357.0,1494.0,1.79,89.29,3.57
524.0,2192.0,30.95,57.14,7.14
393.0,1644.0,28.57,3.57,25.0
116.6667,488.0,0.0,25.0,0.0
537.0,2247.0,45.2,22.6,19.77
0.0,0.0,0.0,0.0,0.0
412.0,1724.0,28.9,29.8,5.7
321.0,1343.0,0.0,76.79,3.57
433.0,1812.0,11.67,73.33,6.67
130.95238095238,548.0,2.9761904761905,1.1904761904762,25.0
153.0,640.0,10.59,5.88,8.24
378.298498498498,1441.6,8.06666,44.2069562165634,6.7258095238096
130.0,544.0,4.0,22.0,2.0
350.0,1464.0,0.0,85.0,0.0
440.0,1840.0,18.0,68.0,4.0
29.411764705882,123.0,0.55147058823529,5.1470588235294,1.1029411764706
393.0,1640.0,32.1,3.57,25.0
333.0,1393.0,0.0,50.0,0.0
0.0,0.0,0.0,0.0,0.0
645.0,2699.0,64.232,32.6,3.432
57.575757575758,241.0,0.0,14.242424242424,0.0
316.0,1322.0,21.05,0.0,26.32
515.4,2154.8,49.992,26.82666666666666,16.866
141.0,590.0,0.0,32.94,1.18
167.0,699.0,16.67,6.67,0.0
561.9733333333335,2267.0,41.476,25.32,37.3
500.0,2092.0,21.43,67.86,3.57
233.0,975.0,20.0,6.67,0.0
144.0,604.0,0.176,31.7,3.52
9.7222222222222,41.0,0.0,2.5,0.0
200.0,837.0,2.0,44.0,4.0
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
37.0,155.0,0.0,9.25,0.0
233.0,975.0,2.33,53.49,4.65
645.0,2699.0,64.232,32.6,3.432
366.0,1531.0,2.7,75.0,8.5
196.3294117647058,1185.8,7.1399999777476,9.36096254777144,302.35999998092655
437.64,1722.8,10.05066666666666,50.028,22.754285714285714
100.0,418.0,5.676,4.2,7.05334
70.3125,294.0,2.34375,10.9375,2.34375
71.0,297.0,0.0,17.92,0.42
645.0,2699.0,64.232,32.6,3.432
258.0,1079.0,5.2,36.2,5.2
203.0,849.0,13.4,0.4,20.3
283.57183999999995,488.6,2.52,21.3433333333334,7.5567133333334
367.0,1530.0,0.0,93.3,0.0
283.0,1184.0,14.47,35.53,3.29
167.1555126050426,1258.0,1.1934,36.582,14.156
645.0,2699.0,64.232,32.6,3.432
61.4,1083.6,1.8,19.0,2.8940000023841863
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
61.4,1083.6,1.8,19.0,2.8940000023841863
94.1,393.0,2.65,14.1,3.53
54.0,226.0,0.0,14.29,0.0
800.0,3347.0,93.333333333333,0.0,0.0
467.0,1950.0,23.3,63.3,3.33
464.0,1941.0,14.29,67.86,10.71
645.0,2699.0,64.232,32.6,3.432
97.35,407.0,4.42,6.19,8.85
293.14,1672.6,8.774285637991861,23.83502967708756,11.895
263.66666666666663,1145.8,13.870165092795588,24.54866666666666,22.400666666666663
353.33333333333,1478.0,2.0,3.3333333333333,83.333333333333
600.0,2510.0,54.29,17.14,20.0
435.0,1820.0,12.5,70.7,8.4
45.833333333333,192.0,0.0,11.666666666667,0.0
321.42857142857,1345.0,0.0,82.142857142857,3.5714285714286
316.0,1322.0,12.28,43.86,7.02
354.0,1481.0,0.0,84.07,0.0
41.0,172.0,0.0,9.02,0.0
367.0,1530.0,8.33,70.0,10.0
500.0,2090.0,25.0,64.3,0.0
455.0,1904.0,24.24,57.58,6.06
393.0,1640.0,3.57,75.0,10.7
160.0,660.0,10.0,1.0,16.0
363.0,1520.0,21.6,34.3,7.84
666.66666666667,2789.0,77.777777777778,0.0,0.0
357.14285714286,1494.0,0.0,89.285714285714,7.1428571428571
100.0,418.0,2.5,6.0,15.0
633.0,2648.0,53.33,20.0,20.0
109.0,456.0,0.0,26.56,1.56
214.0,895.0,12.5,3.57,25.0
30.30303030303,127.0,0.0,9.0909090909091,0.0
200.0,837.0,20.0,6.6666666666667,0.0
4.0,17.0,0.0,0.83,0.0
